6	8	62	86
0	8	7	86
0	8	0	86
5	8	30	86
7	8	61	86
3	8	55	86
1	8	12	86
8	8	56	86
6	8	46	86
0	8	0	86
8	8	69	86
3	8	31	86
7	8	44	86
0	8	7	86
0	8	1	86
0	8	0	86
3	8	32	86
6	8	63	86
5	8	61	86
1	8	23	86
1	8	11	86
0	8	5	86
6	8	54	86
5	8	65	86
3	8	55	86
3	8	33	86
0	8	0	86
1	8	5	86
5	8	36	86
4	8	60	86
4	8	21	86
3	8	38	86
1	8	24	86
4	8	46	86
0	8	0	86
0	8	0	86
4	8	54	86
0	8	0	86
0	8	0	86
2	8	20	86
1	8	25	86
3	8	27	86
1	8	63	86
0	8	2	86
0	8	0	86
1	8	11	86
0	8	10	86
0	8	11	86
1	8	5	86
0	8	0	86
0	8	26	86
1	8	12	86
1	8	25	86
2	8	11	86
2	8	46	86
3	8	35	86
5	8	24	86
4	8	46	86
5	8	50	86
2	8	14	86
5	8	26	86
8	8	67	86
0	8	14	86
0	8	2	86
0	8	15	86
0	8	13	86
2	8	30	86
3	8	31	86
0	8	2	86
0	8	4	86
4	8	37	86
4	8	51	86
7	8	52	86
4	8	46	86
7	8	67	86
5	8	55	86
5	8	51	86
5	8	54	86
6	8	60	86
5	8	47	86
3	8	46	86
0	8	22	86
3	8	49	86
2	8	14	86
0	8	1	86
5	8	48	86
5	8	30	86
0	8	0	86
0	8	0	86
2	8	31	86
3	8	63	86
8	8	78	86
0	8	4	86
6	8	62	86
4	8	48	86
6	8	58	86
4	8	29	86
1	8	31	86
5	8	52	86
0	8	8	86
6	8	51	86
6	8	59	86
5	8	39	86
8	8	65	86
4	8	53	86
0	8	0	86
1	8	37	86
6	8	46	86
5	8	52	86
5	8	41	86
3	8	53	86
0	8	7	86
0	8	7	86
0	8	11	86
0	8	12	86
2	8	25	86
4	8	59	86
4	8	26	86
6	8	33	86
0	8	34	86
2	8	29	86
5	8	59	86
3	8	38	86
0	8	0	86
0	8	27	86
4	8	59	86
0	8	3	86
1	8	12	86
0	8	8	86
0	8	7	86
1	8	17	86
2	8	55	86
4	8	56	86
6	8	66	86
2	8	42	86
2	8	43	86
1	8	14	86
2	8	67	86
6	8	49	86
6	8	66	86
5	8	40	86
4	8	69	86
0	8	0	86
0	8	26	86
2	8	34	86
2	8	25	86
3	8	33	86
0	8	0	86
3	8	35	86
4	8	44	86
6	8	57	86
0	8	0	86
4	8	23	86
0	8	2	86
0	8	1	86
6	8	52	86
0	8	23	86
0	8	24	86
4	8	37	86
2	8	28	86
0	8	3	86
1	8	9	86
2	8	33	86
4	8	46	86
0	8	8	86
0	8	7	86
0	8	11	86
